Description,Label
"In the aircraft industry, the skin of an aircraft refers to the outer surface that covers a significant portion of its wings and fuselage. It serves as a protective layer and contributes to the aerodynamic efficiency of the aircraft. 

Defect: Missing Head - This refers to the absence of a fastener or bolt head in the vicinity of the gap at the junction of the metal skin structure, which can lead to loosening and potential structural integrity issues.",MAJOR
"Soft OLED Panel. Burn-in refers to the uneven aging of pixels on the OLED panel due to prolonged display of static images, leading to image retention issues. It is characterized by ghosting or shadow images of previously displayed content, particularly noticeable on light-colored backgrounds. The top section shows a prominent dark band, while the bottom section exhibits a faint shadow effect.",MINOR
"Aircraft industry: Aircraft exterior paint chipping - similar to paint peeling, this indicates areas where the paint has chipped or worn off. A smooth and defect-free metal surface after chipping suggests that the issue is primarily superficial.",MINOR
"Aircraft industry: Dents - Deformations on the surface of an aircraft, typically caused by material being pushed inward due to impact. Central to the dent are accompanied by subtle cracks indicating higher levels of stress. Short, shallow scratches are often visible.",MAJOR
"Aircraft industry: Aircraft paint peeling: Similar to paint peeling, this indicates areas where the paint has peeled off or worn away. The peeled paint areas show structural stress effects along fixed screws or rivets.",MINOR
"In the semiconductor device image, a large defect is located in the center-left part of the image, spanning from .",MAJOR
"Aircraft industry: Aircraft paint peeling off: Similar to paint chipping, this indicates areas where the paint has peeled off or worn away. The edges of the thin paint layers peeling off may slightly curl up.",MINOR
"4. The inspection image of this steel pipe weld reveals defects, notably overlap. Overlap is the result of material folding or overlapping during forging or welding without proper fusion.",MAJOR
"This image displays the surface of a gold-plated tungsten-copper alloy heat sink, showcasing a sleek and reflective appearance. Upon closer inspection, the surface reveals the presence of minuscule 'stain' defects, subtly marring the otherwise pristine finish.",MINOR
"4. The inspection image of the steel pipe weld displays defects, including broken-arc. Broken-arc denotes a situation where the welding arc is suddenly interrupted during the welding process, leading to interruptions in the weld and weakening the joint.",MAJOR
"Structural Steel Automotive Mechanical Manufacturing. Scratches are linear marks on the surface with varying depths, affecting the overall smoothness. Hot-rolled steel strips in Structural Steel Automotive Mechanical Manufacturing exhibit sparse and irregularly distributed straight, fine, and long scratches in a vertical direction.",MINOR
"Solar Panel Defect Description:

Solar panels are devices used to convert sunlight into electricity through the photovoltaic effect. In the image, a visible defect is observed in the form of a cracked glass surface on the solar panel. This defect can lead to reduced energy efficiency and potential safety hazards due to exposure of internal components to environmental factors.",MINOR
"Center, this image displays a semiconductor wafer with a prominent defect located in the central region, affecting the overall quality and functionality of the IC chips manufactured on this wafer.",MINOR
"Tiles. Defects include air bubbles, small black spots indicating pores on the tiles. Irregular speckles with pores and slight color variation on the glaze around them. Vertical linear texture free of defects.",MINOR
"This detailed image captures a gear from a transmission system, showcasing clear signs of oxidation on the bottom surface of one of the gear teeth. The oxidation layer appears as a distinct dark discoloration along the tooth's bottom edge, indicating potential wear and corrosion. The gear tooth's overall geometry and structure are visible, with the defect prominently featured on the lower section of the tooth profile.",MAJOR
"This close-up image captures a gear from a machinery component. A distinct oxidation layer is visible on the bottom surface of one of the gear teeth. The oxidation appears as a thin, uneven layer covering the tooth, indicating potential wear and exposure to environmental factors. This defect could impact the gear's performance and efficiency if left unaddressed.",MAJOR
"Aircraft industry: Dents - deformations on the surface of an aircraft, typically caused by material being pushed inward due to impacts. Small and shallow scratches within small impact dents often have scratch marks in the middle.",MAJOR
"This image displays an aluminum sheet exhibiting the defect known as a marker stain. The surface of the sheet shows a visible, discolored mark caused by the residue left by a marker.",MINOR
"Aircraft industry's manufacturing, skin of an aircraft. Crack: A crack is a visible break or fracture on the surface, indicating small-scale damage caused by external forces or stress. The skin may show signs of a small crack, potentially leading to further structural issues if left unaddressed.",MINOR
"This close-up image captures a gear from a machinery component. The defect is visible on the bottom surface of the tooth, showcasing signs of oxidation layer formation. The discoloration and rough texture on the tooth's base indicate potential wear and tear, which could impact the gear's performance and longevity.",MINOR
"3. Depicted in the inspection image of the steel pipe weld are various imperfections, including broken-arc. Broken-arc is a flaw that emerges when the welding arc is disturbed mid-process, leading to interruptions in the weld and reducing the durability of the joint.",MAJOR
"This image showcases the surface of a gold-plated tungsten-copper alloy heat sink, exhibiting a smooth and reflective finish that enhances thermal conductivity. Upon closer inspection, small 'stain' defects can be observed, subtly marring the otherwise pristine appearance of the heat sink.",MINOR
"1. The image of this steel pipe weld inspection reveals imperfections such as slag inclusion, which occurs when welding slag gets trapped within the weld during the welding process.",MAJOR
"Aircraft industry's aircraft exterior. Scratches: Surface abrasion, likely caused by external friction or objects scraping against the fuselage. Superficial and intermittent scratches indicate shallow depth.",MINOR
"This close-up image captures a gear tooth exhibiting clear signs of oxidation on its bottom surface. The oxidation layer appears as a dark, rough texture covering the lower portion of the tooth. The defect is localized to the bottom region, affecting the overall integrity and functionality of the gear.",MAJOR
"In the semiconductor device image, a moderate defect is located in the top-right part of the image, spanning from .",MAJOR
"This image captures the intricate surface of a gold-plated tungsten-copper alloy heat sink, showcasing its exceptional thermal properties. Upon closer inspection, small 'stain' defects are noticeable, subtly marring the otherwise pristine finish of the heat sink.",MINOR
"5. Within this steel pipe weld inspection image, you can spot defects, such as broken-arc. Broken-arc is a flaw that materializes when the welding arc is disrupted during the welding process, resulting in interruptions in the weld and a reduction in joint strength.",MAJOR
"Structural Steel Automotive Mechanical Manufacturing. Crazing is the appearance of a fine network of cracks on the surface, with irregular distribution. Scratches are linear marks of varying depths that affect the overall smoothness. In hot-rolled strip steel for structural steel automotive mechanical manufacturing, scratches are sparse, irregular, straight, fine, long lines oriented vertically.",MINOR
"Structural Steel Automotive Mechanical Manufacturing. Scratches are linear marks on the surface with varying depths, affecting overall smoothness. Hot-rolled steel exhibits irregularly slanted multiple short scratch marks resembling a fireworks-like pattern.",MINOR
"Aircraft industry's aircraft fuselage. Dents: Deformations on the surface of the aircraft, usually caused by material being pushed inward due to impacts. Irregular wavy depressions formed from multiple impacts or lateral pressures on the surface.",MAJOR
"Aircraft industry: Dents - Deformation on the surface of an aircraft, typically caused by material being pushed inward due to impact. Severe dents can result in significant distortion and damage to the aircraft structure.",MAJOR
"This image displays an aluminum sheet exhibiting a scratch defect, characterized by a visible linear mark on the surface of the material. The scratch appears to be relatively shallow but noticeable, potentially affecting the aesthetics and functionality of the aluminum sheet.",MINOR
"Aircraft industry: Dents - deformations on the surface of an aircraft, typically caused by material being pushed inward due to impact. Dent exhibits wrinkled skin and twisted multiple indentations from repeated impacts and abrasions.",MAJOR
"2. Depicted in this steel pipe weld inspection image are defects, notably the presence of broken-arc. This imperfection occurs when the welding arc is suddenly disrupted, leading to irregularities in the weld and reducing the integrity of the bond.",MAJOR
"A moderate number of hotspots, possibly aligned along the X or Y axis, indicating localized metal layer density issues. Hotspots are relatively large (>50nm), requiring additional Optical Proximity Correction (OPC) adjustments. Total hotspot area exceeds 5000nm簡, which could affect lithography imaging quality and overall manufacturing yield. Hotspots are randomly distributed without clear patterns, indicating scattered defect points. Hotspot orientation is random, likely related to process errors or etching deviations. These hotspots may be caused by lithography resolution limits, particularly in 193nm Deep Ultraviolet (DUV) lithography technology. Variations in photoresist thickness could exacerbate exposure deviations in some hotspot areas, leading to non-uniform imaging effects.",MINOR
"In the semiconductor device image, a large defect is located in the center of the image, spanning from .",MINOR
"This close-up image captures a gear tooth exhibiting clear signs of oxidation on the bottom layer. The oxidation appears as dark patches and corrosion along the edges of the tooth, indicating potential wear and tear. The defect is prominently located at the base of the tooth, extending towards the gear's surface. This type of oxidation may affect the gear's performance and longevity if not addressed promptly.",MAJOR
"This close-up image captures a gear from a rotating machine, showcasing a prominent oxidation layer on the surface of the tooth bottoms. The oxidation appears as dark patches, affecting the smoothness and integrity of the gear teeth. The defect is concentrated along the lower edges of the teeth, indicating potential wear and tear in the gear system.",MAJOR
"This image displays an aluminum sheet marred by the presence of marker stain and a noticeable crease, indicating imperfections in the materials surface.",MINOR
"This baijiu industry (distilled spirits) picture displays a bottle cap with noticeable ""misaligned tamper-evident band"" defect. The cap exhibits a clear distortion in its structure, affecting its overall integrity and functionality.",MAJOR
"Aircraft industry: Dents - deformations on the surface of an aircraft, typically caused by material being pushed inward due to impact. Superficial dents are usually a result of surface abrasions.",MAJOR
"1. Shown in this image of steel pipe weld inspection are defects such as broken-arc, which happens when the welding arc is suddenly interrupted during the welding process, causing breaks in the weld and reducing the strength of the joint.",MAJOR
"3. The image of the inspection on this steel pipe weld shows imperfections, one of which is slag inclusion, which happens when welding slag becomes trapped within the weld during the welding process.",MAJOR
"This image displays an aluminum sheet exhibiting the defects of a fold line and abrasion mark. The fold line appears as a noticeable crease running along the surface, while the abrasion mark is a visible scratch that mars the otherwise smooth texture of the sheet.",MINOR
"This baijiu industry (distilled spirits) picture displays a cap with noticeable scratches and dents, indicating defects in the packaging quality.",MINOR
"This image displays an aluminum sheet featuring a marker stain defect, which appears as a visible discoloration on the surface of the material caused by the improper handling or marking process.",MINOR
"Aircraft industry: Aircraft paint peeling: Similar to paint chipping, this indicates areas where the paint has peeled off or worn away. Thin flakes of paint peeling with slight curling at the edges.",MINOR
"This baijiu industry (distilled spirits) picture captures a bottle cap with noticeable ""cap scratches"", ""cap discoloration"", and ""cap irregularities"" defects.",MAJOR
"Aircraft industry: Dents - deformations on the surface of an aircraft, typically caused by material being pushed inward due to impact. Small, pinpoint dents show clear signs of concentrated pressure.",MAJOR
"4. The inspection image of the steel pipe weld highlights defects, notably the occurrence of a broken arc. This defect manifests when the welding arc experiences an interruption during the welding process, resulting in discontinuities in the weld and a compromise in the joint's strength.",MAJOR
"Aircraft industry: Aircraft paint peeling off: Similar to paint peeling, this indicates areas where the paint has peeled off or worn. Surface paint cracking with mottled peeling and lifting.",MINOR
"Wall Interior Decoration Building Material Manufacturing. Dirty spots refer to localized dirt or pollution on the wall surface, typically formed by the accumulation of dust, grease stains, or other dark substances. Stains may exhibit water streaks flowing downwards. Light shoe prints are also common.",MINOR
"Structural Steel Automotive Mechanical Manufacturing. Crazing is the appearance of a fine network of cracks on the surface, often irregularly distributed. Scratches are linear marks of varying depths on the surface, affecting overall smoothness. Hot-rolled strip steel in Structural Steel Automotive Mechanical Manufacturing exhibits numerous superficial elongated transverse scratches.",MINOR
"Aircraft industry: Dent - Deformation on the surface of an aircraft, typically caused by material being pushed inward due to impact. The surface exhibits irregular, wavy depressions as a result of multiple impacts or lateral pressure.",MAJOR
"Aircraft industry: Dents - Deformations on the surface of an aircraft, typically caused by material being pushed inward due to impacts. The dents are usually minor, resulting in a wavy pattern on the surface.",MAJOR
"Wall Interior Decoration Building Material Manufacturing. Dirty spots refer to localized dirt or contamination on the wall surface, typically formed by the adhesion of dust, grease, or other dark substances. Stains often exhibit a downward flowing pattern and are visibly circular in shape to the naked eye.",MINOR
"This close-up image captures a gear tooth exhibiting clear signs of oxidation on the bottom layer. The oxidation layer appears as a dark, rough texture covering the entire surface of the tooth's bottom area. The severity of the oxidation indicates potential wear and tear on the gear tooth, highlighting the need for inspection and maintenance to prevent further damage.",MAJOR
"This image displays an aluminum sheet featuring notable defects such as a marker stain, crease, and scratch. The surface imperfections are clearly visible and may impact the overall quality and appearance of the aluminum material.",MINOR
"This image showcases a gear from a large machinery apparatus, focusing on the tooth bottom region where a distinct oxidation layer is visible. The discoloration and rough texture on the lower portion of the gear tooth indicate potential wear and corrosion, which could impact the gear's efficiency and longevity if not addressed promptly.",MINOR
"This close-up image displays a gear from a machinery component. The defect is clearly visible on the bottom of one of the gear teeth, where an oxidation layer has formed. The oxidation appears as a dark discoloration on the tooth's surface, indicating potential wear and corrosion in that area.

Detailed Variation:
-",MAJOR
"This aluminum processing industry picture shows an aluminum profile containing a dirt defect caused by improper manufacturing or material issues. The defect appears as dark, irregularly shaped spots on the surface of the aluminum profile, affecting its overall appearance and potentially compromising its structural integrity.",MINOR
"A moderate number of hotspots, possibly aligned along the X or Y axis, indicating localized metal layer density issues. Hotspots are relatively large (>50nm), requiring additional Optical Proximity Correction (OPC) adjustments. Total hotspot area exceeds 5000nm簡, which could affect lithography imaging quality and overall manufacturing yield. Hotspots are randomly distributed without clear patterns, indicating scattered defect points. Hotspot orientation is random, likely related to process errors or etching deviations. These hotspots may be caused by lithography resolution limits, particularly in 193nm Deep Ultraviolet (DUV) lithography technology. Variations in photoresist thickness could exacerbate exposure deviations in some hotspot areas, leading to non-uniform imaging effects.",MINOR
"4. In this image of steel pipe weld inspection, one can observe defects like slag-inclusion, which occurs when welding slag becomes entrapped within the weld during welding.",MAJOR
"5. This image illustrating the inspection of a steel pipe weld displays defects such as slag inclusion, which occurs when welding slag is trapped within the weld during the welding process.",MAJOR
"Aircraft industry: Peeling paint - similar to paint chipping, indicating areas where the paint has peeled off or worn away. Thin layers of paint peeling off in a flake-like manner with slight curling at the edges.",MINOR
"Aircraft industry: Paint peeling off - similar to paint chipping, indicating areas where the paint has peeled off or worn out. Severe paint lifting and peeling.",MINOR
"Aircraft industry: Dents - deformations on the surface of an aircraft, typically caused by material being pushed inward due to impact. Skin wrinkling, twisting, multiple dents from repeated impacts and abrasions.",MAJOR
"Structural Steel Automotive Mechanical Manufacturing. Scratches are linear marks on the surface with varying depths, affecting overall smoothness. Hot-rolled strip steel in Structural Steel Automotive Mechanical Manufacturing exhibits sparse and irregularly distributed straight, fine, and long scratches in a vertical direction.",MINOR
"Aircraft industry: Dents - Deformations on the surface of the aircraft, typically caused by material being pushed inward due to impact. Small dents are generated at the folded structure of the skin due to rubbing or collision.",MAJOR
"Aircraft industry's aircraft fuselage. Dents: Deformations on the surface of the aircraft, typically caused by material being pushed inward due to impact. Small dents are often irregularly shaped and incomplete circles.",MAJOR
"This image displays the surface of a gold-plated tungsten-copper alloy heat sink, showcasing its intricate design and metallic luster. Upon closer inspection, one can observe minuscule 'stain' defects scattered across the surface, adding a subtle contrast to the overall finish.",MINOR
"This close-up image captures a gear from a machinery component, showcasing a prominent defect in the form of oxidation specifically on the tooth's bottom surface. The discoloration and rough texture of the affected area indicate a deterioration of the gear's material integrity, potentially impacting its performance and longevity. 

Image 1_1__H2_817171_IO-NIO198M_210316A0004-1-1.jpg:  
Categories: gear, tooth bottom oxidation layer  
Description: The image provides a detailed view of a gear, highlighting a noticeable defect characterized by an oxidation layer concentrated on the bottom surface of one of its teeth. The discoloration and rough texture are indicative of material degradation, raising concerns about the gear's operational efficiency and structural integrity.",MAJOR
"A moderate number of hotspots, possibly aligned along the X or Y axis, indicating localized metal layer density issues. Hotspots are relatively large (>50nm), requiring additional Optical Proximity Correction (OPC) adjustments. Total hotspot area exceeds 5000nm簡, which could affect lithography imaging quality and overall manufacturing yield. Hotspots are randomly distributed without clear patterns, indicating scattered defect points. Hotspot orientation is random, likely related to process errors or etching deviations. These hotspots may be caused by lithography resolution limits, particularly in 193nm Deep Ultraviolet (DUV) lithography technology. Variations in photoresist thickness could exacerbate exposure deviations in some hotspot areas, leading to non-uniform imaging effects.",MAJOR
"This image captures the intricate surface of a gold-plated tungsten-copper alloy heat sink. Upon closer inspection, one can observe minor imperfections resembling faint 'stain' defects scattered across the surface.",MINOR
"3. Displayed in the image of this steel pipe weld inspection are defects that include broken-arc. Broken-arc is a flaw that emerges when the welding arc is unexpectedly halted during welding, resulting in irregularities in the weld and a reduction in joint durability.",MAJOR
"This image showcases the intricate surface of a gold-plated tungsten-copper alloy heat sink, reflecting a fusion of metallic hues. Upon closer inspection, small 'stain' defects mar the otherwise smooth and lustrous finish, introducing a subtle contrast to the overall visual appeal.",MINOR
"In the semiconductor device image, a moderate defect is located in the center-left part of the image, spanning from .",MINOR
"Wall Interior Decoration Building Material Manufacturing. Dirty spots refer to localized dirt or contamination on the wall surface, typically formed due to the attachment of dust, grease, or other dark substances. Stains may exhibit downward streaks and appear as small, conspicuous black blemishes.",MINOR
"This image displays a close-up view of a gear from a general machinery system, specifically highlighting a noticeable oxidation layer on the bottom surface of one of the gear teeth. The defect appears as a darkened, discolored area on the gear tooth, indicating potential wear and corrosion in that particular region.  

Image Caption 2 (Variation):",MAJOR
"Aircraft industry's aircraft body. Dents: Deformations on the surface of the aircraft, typically caused by material being pushed inward due to impact. Wrinkles and multiple dents from repeated collisions and abrasions on the skin.",MAJOR
"5. The steel pipe weld inspection image highlights flaws, including broken-arc. Broken-arc is a defect that arises when the welding arc is disrupted unexpectedly during the welding process, leading to discontinuities in the weld and weakening the joint.",MAJOR
"Interior Wall Construction and Decoration Material Manufacturing. Dirt spots refer to localized dirt or contamination on the wall surface, typically formed by the adhesion of dust, grease stains, or other dark substances. Streaks of smudges being wiped off in a long rectangular shape.",MINOR
"The polished structure ensures this device's reliability as a bipolar transistor, MOSFET, diode, SiC MOSFET, GaN FET, ESD protection device, or logic IC.",MINOR
"This baijiu industry (distilled spirits) picture features a cap with a noticeable scratch, impacting its overall appearance and quality. The label on the bottle exhibits creases and folds, detracting from the product's aesthetic appeal.",MINOR
"Soft OLED Panel. Particle Defects appear as black small dots against a gray-white background, indicating the presence of particle contaminants. These defects can affect display quality by causing pixel discoloration or irregularities in brightness distribution.",MINOR
"The defect of a chunk of missing gum typically manifests as a noticeable gap or indentation in the gumline, creating an irregular and uneven appearance. This type of defect can result from various causes, such as improper blending of gum materials during manufacturing, inadequate cooling or curing processes leading to weak spots, or excessive pressure or friction during handling or packaging. These underlying issues can weaken the structural integrity of the gum, causing chunks to detach or break off, resulting in the observed defect.",MAJOR
"This close-up image captures a gear tooth with visible signs of oxidation on the bottom layer. The defect appears as a dark, rough texture along the lower surface of the tooth, indicating potential corrosion and wear. The oxidation layer is clearly defined and contrasts with the smoother surrounding areas of the gear tooth, suggesting a localized damage that may impact the gear's performance and longevity.",MAJOR
"Interior Wall Construction and Decoration Building Material Manufacturing. Dirty spots refer to localized dirt or contamination on the wall surface, typically formed by the attachment of dust, grease stains, or other dark substances. Stains often exhibit visible streaks running downwards, indicating water marks and highlighting the lack of cleanliness.",MINOR
"2. Within this image depicting the inspection of the steel pipe weld, observable are defects like broken-arc, a consequence of interruptions in the welding arc during the welding procedure, ultimately leading to irregularities in the weld and reducing the integrity of the joint.",MAJOR
"This close-up image showcases a gear from a high-speed shaft where clear signs of oxidation can be seen on the bottom surface of the tooth. The oxidation layer appears as a dark, rough coating that has developed over time, potentially impacting the gear's performance and durability. The location of the defect is concentrated specifically on the lower portion of the tooth, indicating a localized issue that may require further inspection and maintenance.",MAJOR
"Structural Steel Automotive Mechanical Manufacturing. Rolled-in Scale refers to the unevenly distributed pressed oxide layer on the surface, displaying irregular concave-convex structures. Hot-rolled strip steel in Structural Steel Automotive Mechanical Manufacturing is characterized by the uneven distribution of small point-like oxide patches.",MAJOR
"2. Displayed in this image of a steel pipe weld inspection are flaws like broken-arc. This type of defect occurs when the welding arc is suddenly halted, causing inconsistencies in the weld that undermine the integrity of the joint.",MAJOR
"This image captures the intricate surface of a gold-plated tungsten-copper alloy heat sink, showcasing its reflective and metallic sheen. Upon closer inspection, small 'stain' defects mar the otherwise smooth and lustrous finish, highlighting imperfections in the plating process.",MINOR
"Soft OLED Panel. Pixel Defect. Pixel defect refers to the abnormality in individual pixels on the OLED panel, causing discolored or dead pixels, often due to manufacturing flaws or physical damage. The white large circular spot in the image appears as a stark contrast against the surrounding display, disrupting the overall visual uniformity.",MAJOR
"Aircraft industry: Paint chipping: Similar to paint peeling, this indicates areas where the paint has chipped off or worn away. Severe paint blistering and peeling.",MINOR
"The image depicts a monocrystalline solar cell in the solar cell sector, showcasing a flawless structure free of any defects.",MAJOR
"Structural Steel Automotive Mechanical Manufacturing. Scratches are linear marks on the surface with varying depths, affecting the overall smoothness. Hot-rolled strip steel in Structural Steel Automotive Mechanical Manufacturing exhibits numerous superficial, elongated transverse scratches.",MINOR
"3. This image depicting the inspection of the weld on the steel pipe uncovers various flaws, one of which is the broken-arc. This defect emerges when the welding arc is abruptly interrupted, leading to discontinuities in the weld and compromising the strength of the joint.",MAJOR
"2. The inspection image of the steel pipe weld highlights the presence of defects, such as broken-arc, which manifest when the welding arc is disrupted while welding, leading to irregularities in the weld and a reduction in joint integrity.",MAJOR
"Soft OLED Panel: Edge Defect occurs as physical damage at the edge of the OLED panel, such as cracks or warping, typically caused by stress concentration or damage during the encapsulation process. Irregular edge shapes with varying depths and distinct layering patterns like arc-shaped, petal-shaped, or jagged edges. The surface exhibits a uniform distribution of fine particles without any flaws, presenting a flawless appearance.",MAJOR
"3. The steel pipe weld inspection image displays various defects, including broken-arc. This particular flaw occurs when the welding arc is disturbed mid-process, resulting in irregularities within the weld and reducing the joint's durability.",MAJOR
"Aircraft industry: Aircraft paint peeling off: Similar to paint peeling, this indicates areas where the paint has peeled off or worn. Multiple scattered areas of peeling.",MINOR
"Aircraft industry's aircraft fuselage. Scratches: Surface abrasions, possibly caused by external friction or objects scraping against the aircraft body. Superficial scratches with only slight linear marks on the surface without penetrating the underlying structure.",MINOR
"Aircraft industry: Aircraft exterior. Paint peeling: Similar to paint chipping, this indicates areas where the paint has peeled off or worn away. Surface scratches or abrasions revealing bare metal.",MINOR
"The PCB exhibits an additional dirt defect, which appears as foreign particulate matter present on the surface of the board beyond the normal expected level. This type of defect falls under the category of contaminant defects, wherein unwanted substances such as dust or debris contaminate the PCB surface during manufacturing, handling, or storage processes. Potential causes of this extra dirt defect may include inadequate cleanliness measures in the production environment, improper handling leading to exposure to external contaminants, or poor storage conditions that allow dust or dirt to settle on the PCB. Such defects can impact the PCB's performance, reliability, and lifespan, underscoring the importance of stringent quality control practices to prevent and address contaminant-related issues in PCB manufacturing.",MINOR
"5. Discovered in the steel pipe weld inspection image are defects, notably broken-arc. Broken-arc is a flaw that occurs when the welding arc is interrupted during the welding process, leading to irregularities in the weld and a weakening of the joint's structural integrity.",MAJOR
"Aircraft industry: Dents - deformations on the surface of an aircraft, typically caused by material being pushed inward due to impact. Irregularly shaped dents usually result in minor deformations.",MINOR
"Aircraft industry: Dents - deformations on the surface of an aircraft, typically caused by material being pushed inward due to impact. Small, pinpoint dents exhibit a clear center of pressure. Scratch - surface abrasions, likely resulting from external friction or objects scraping against the aircraft body, characterized by superficial, multiple shallow scratches.",MAJOR
Structural Steel Automotive Mechanical Manufacturing. Pitted Surface refers to small and scattered patch-like pits on the surface. Hot-rolled strip steel in Structural Steel Automotive Mechanical Manufacturing is characterized by densely distributed small point-like pits across the surface.,MINOR
"This image displays an aluminum sheet exhibiting defects such as a crease and a scratch. The crease appears as a sharp, angular distortion on the surface, while the scratch is a visible linear abrasion, both affecting the overall integrity and aesthetics of the material.",MINOR
"This baijiu industry (distilled spirits) picture showcases a cap with noticeable deformation, characterized by irregularities and distortions in its shape and structure.\n\nIn this image, the baijiu cap exhibits clear signs of deformity, such as warping and uneven edges, indicating a manufacturing flaw that affects its functionality and aesthetics.",MAJOR
"Wall Interior Decoration Building Material Manufacturing. Dirty spots refer to localized dirt or contamination on the wall surface, typically formed by the adhesion of dust, grease stains, or other dark substances. Stains are not prominently visible.",MINOR
"This image captures an aluminum sheet exhibiting the imperfections of a marker stain and a scratch, commonly found in the aluminum industry. The marker stain appears as a darkened area caused by accidental contact with a marking tool, while the scratch is a visible linear indentation on the surface of the sheet, potentially affecting its overall quality and appearance.",MINOR
"Aircraft industry: Aircraft paint peeling off - similar to paint chipping, indicating areas where paint has peeled off or worn away. Surface scratches or friction marks exposing bare metal.",MINOR
"4. The inspection image of the steel pipe weld clearly displays defects, with broken-arc being one of them. Broken-arc occurs when the welding arc is momentarily interrupted during the welding process, leading to inconsistencies in the weld and compromising the joint's strength.",MAJOR
"This image captures a close-up view of a gear tooth displaying signs of oxidation at the bottom layer. The defect appears as a dark and rough layer covering the lower section of the tooth profile, indicating potential wear and corrosion. The oxidation layer is clearly visible along the tooth surface, suggesting possible material degradation and reduced mechanical performance in the affected area.

-",MINOR
"Center, a semiconductor wafer with a significant defect located in the central region, impacting multiple circuit patterns on the surface.",MINOR
"2. Defects, such as broken arcs, are visible in the inspection image of the steel pipe weld. A broken arc happens when the welding arc is disrupted while welding, leading to inconsistencies in the weld and compromising the joint's integrity.",MAJOR
"This image displays an aluminum sheet marred by a marker stain, crease, and scratch, showcasing imperfections commonly found in the aluminum industry.",MINOR
"Aircraft industry: Paint chipping: Similar to paint peeling, this indicates areas where the paint has chipped off or worn away. Thin flakes of paint peeling with slight curling at the edges.",MINOR
"This close-up image captures a gear tooth with a noticeable oxidation layer forming on the bottom surface. The irregular discoloration and rough texture indicate potential wear and corrosion, which can affect the gear's performance and longevity if left unaddressed.",MAJOR
"This image captures an aluminum sheet exhibiting two distinct defects: a marker stain and a crease. The marker stain appears as a dark, discolored spot on the surface, while the crease manifests as a visible line of deformation across the sheet. Both defects can impact the overall quality and aesthetics of the aluminum material.",MINOR
"Aircraft industry's aircraft fuselage. Dents: Deformations on the surface of the aircraft, typically caused by material being pushed inward due to impact. Pressing results in skin crease deformation.",MAJOR
"5. Within this steel pipe weld inspection image, defects such as broken-arc can be identified. This particular flaw arises when the welding arc is disrupted during the welding process, creating gaps in the weld and reducing the joint's overall strength.",MAJOR
"Aircraft industry's aircraft fuselage. Dents: Deformation on the surface of the aircraft, typically caused by material being pushed inward due to impact. Small incomplete circular dents formed from impacts result in shallow depressions.",MAJOR
"Aircraft industry: Dents - Deformations on the surface of an aircraft, typically caused by material being pushed inward due to impact. Small incomplete circular depressions known as dents are formed from impacts, resulting in minor concave impressions on the aircraft's exterior.",MAJOR
"This close-up image reveals a gear from a machinery system, showcasing a prominent oxidation layer at the bottom of one of the gear teeth. The oxidation appears as a dark, uneven coating on the surface, potentially impacting the gear's performance and longevity.",MAJOR
"Aircraft industry's airplane fuselage. Scratches: Surface abrasions, possibly caused by external friction or objects scraping against the aircraft body. Cross-hatch marks on the surface may have been formed by repeated scratching motions.",MINOR
"Structural Steel Automotive Mechanical Manufacturing. Scratches are linear marks on the surface with varying depths, affecting the overall smoothness. Hot-rolled steel strip in Structural Steel Automotive Mechanical Manufacturing exhibits a prominent wide and rough longitudinal scratch.",MINOR
"This image showcases the intricate surface of a gold-plated tungsten-copper alloy heat sink, shimmering with a lustrous sheen. Upon closer inspection, tiny 'stain' defects mar the otherwise flawless facade, hinting at potential imperfections in the manufacturing process.",MINOR
"2. In the image for steel pipe weld inspection, defects like broken-arc are visible, a consequence of the welding arc being disrupted during the welding process, leading to inconsistencies in the weld and a decrease in joint integrity.",MAJOR
"Few hotspots detected, possibly isolated defects, but could still impact critical circuit regions. Hotspots are relatively large (>50nm), requiring additional Optical Proximity Correction (OPC) adjustments. Total hotspot area exceeds 5000nm², which could affect lithography imaging quality and overall manufacturing yield. Hotspots are randomly distributed without clear patterns, indicating scattered defect points. Hotspot orientation is random, likely related to process errors or etching deviations. These hotspots may be caused by lithography resolution limits, particularly in 193nm Deep Ultraviolet (DUV) lithography technology. Variations in photoresist thickness could exacerbate exposure deviations in some hotspot areas, leading to non-uniform imaging effects.",MINOR
"1. The image of the steel pipe weld inspection reveals the presence of defects, notably the broken-arc. This imperfection arises from interruptions in the welding arc, leading to inconsistencies in the weld and compromising the strength of the connection.",MAJOR
"This baijiu industry (distilled spirits) picture showcases a cap with the defects of ""cap deformation"" and ""cap rotation"". The cap appears misshapen and twisted, indicating quality issues in the sealing mechanism.",MAJOR
"1. The image of this steel pipe weld inspection reveals flaws such as broken-arc. Broken-arc is a defect that emerges when the welding arc is abruptly halted, causing inconsistencies in the weld and reducing the strength of the connection.",MAJOR
"Tiles. Defects include blowholes, which are small black circular or irregularly-shaped spots on the tiles. The blowholes have a slight color difference with the surrounding glaze.",MAJOR
